text,location
"disculpen otra vez molestando, creo que hacen falta polisias de transito o que estan haciendo. soy un peaton que tiene derecho a tener banquetas libres de estorbos. espero se las puedan llevar.",Mexico_City
seria bueno que tambien tratara el tema de tortura cibernetica porque ya hay mucha evidencia de que el delito existe.,Mexico_City
"#sunday #halfmarathon #mexico #mexicocity #21.1k @ plaza de la republica, cuauhtemoc, ciudad de mexico",Mexico_City
uno que vive en coyoacan lo pelusean,Mexico_City
"frente a la clinica 23 del imss _usr . calz. san juan de aragon 311, dm nacional, san pedro el chico, gustavo a. madero, 07480 ciudad de mexico, cdmx",Mexico_City
"#redcarpet _usr #andrewgarfield en mexico city, mexico",Mexico_City
y la neta actua del pito.,Mexico_City
la que dices vive en tlalpan pero dizque trabaja en cuauhtemoc #linea12noseolvida,Mexico_City
"no solo el moreton por el golpe, puse mi queja por escrito en la estacion tacubaya, el operador debe tener cuidado para no lastimar a lis usuarios",Mexico_City
"ciudad universitaria unam, rectoria y biblioteca central",Mexico_City
anani biker en parque de los patos,Mexico_City
que la navidad nos llene de inspiracion duradera para alcanzar todos nuestros proyectos y sentirnos realizados... !feliz noche buena.. y feliz navidad! en cdmx,Mexico_City
"#mama #guadalupe #aurora "" #tan_alegre llena de #generosidad #lo_mejor de #mi_madre #la_reina, #pienso_en_ti #mi_reina te amo #mom!!"" #luv #dignity #courage #omlegacy #osfa_mily by #osfa(r)",Mexico_City
"cuanta irregularidad en el pais, pero si me refiero a la delegacion tlalpan, pues asi en insurgentes sur colonia miguel hidalgo. entonses de donde o por que no usan los estacionamientos. y diario es lo mismo.",Mexico_City
y el gobierno de la cdmx nomas mirando cuando ellos son los que dan las certificaciones y permisos por encima de las alcaldias.,Mexico_City
acaba de publicar una foto en bosque de aragon,Mexico_City
castillo de chapultepec #castillodechapultepec #cdmx #mexico #sundayvibes #sunday #mexicocity,Mexico_City
como?! y viajan en sky priority ?? y no salen del aifa ?!?! no puede ser! #tomachaharotubanana,Mexico_City
"servicios medicos, medicinas y laboratorios, exigencia de trabajadores del metro",Mexico_City
"(@ le pain quotidien in ciudad de mexico, cdmx)",Mexico_City
"don _usr buenas tardes, lo invitamos a visitar la isla de janitzio en patzcuaro, michoacan. quiero entregar un documento en el _usr de parte de las autoridades de bienes comunales de la isla. en espera de su amable respuesta, saludos cordiales!!!",Mexico_City
que ganas de verte ya!!! #19octubre #metropolitan,Mexico_City
estaba buscando un restaurante &' termino estando en monterrey,Mexico_City
wey hazte un favor y arregla el cagadero que tienes en sonora y despues te preocupas por lo que pasa afuera,Mexico_City
"inexplicable que todos los dias esta camioneta obstruya el cruce de av. 412 esquina con, av 499, san juan de aragon vii secc, 07910 ciudad de mexico.",Mexico_City
"amo mi licuado de despues de entrenar, hoy toco #bootcamp 4km, abs, biceps y triceps con buen rock cortesia de mi bro ",Mexico_City
"y para cuando piso parejo en cobro de impuestos, incluyendo a los ambulantes? o a esos no porque los tienen cautivos para acudir a los acarreos?? ademas de las cuotas que pagan van directo al cash recaudado???",Mexico_City
"#fuerabanos mentiroso, vividor, mezquino, inepto, etc etc etc",Mexico_City
"hola chicos ya nos encontramos aqui en #hotelcozumel para todos nuestros seguidores que desean conocernos y pasar un rico momento los esperamos hoy jueves, viernes y sabado mas informacion por whatsapp al _url no olviden dar rt y me gusta",Mexico_City
"estamos disponibles, solo llamen y les haremos una cita y presupuesto, por ahora solo en la cdmx! ofrecemos, seguridad, calidad y atencion! en centro de azcapotzalco",Mexico_City
"#fyc _usr en mexico city, mexico",Mexico_City
"recuerda: a veces lo que no pasa en anos, sucede en un solo dia. nunca pierdas la fe y la esperanza. @ circuito y diaz miron",Mexico_City
"la pura pandilla aeromexico, los mas wapos e hdp del condado los extrano pandilla #unacosachingona #frepo #todofine en polanco-anzures",Mexico_City
"de regreso de acayuca, les tocaba manejar y se ponen bien pedos, nos desquitamos en la carretera en mexico city, mexico",Mexico_City
no se. creo que es un buen tema para poner sobre ella mesa!,Mexico_City
acaba de publicar una foto en narvarte poniente,Mexico_City
alistando mi disfraz para dia de muertos ....... wiiii quien me daria calavetita.. #tetaseductoras #culosqueprovocan #culonashermosas #tetaslindas #transmexico #swingersparties #swingerpuebla #mujerescalientes,Mexico_City
"no se pierdan mi pieza en _usr en la _usr @ mexico city, mexico",Mexico_City
"si. mas bien me refiero a que a mi fue a la que me hackearon el whatsapp. es vdd que estan robando identidades y pidiendo dinero a tus contactos, como si fuera uno.",Mexico_City
y _usr sobre la #reformaelectoralypaisanos #votochilango #votoextranjero #votoelectronico en la era digital y ciberseguridad,Mexico_City
"interesante.... (@ cafe literario en la feria del libro in ciudad de mexico, df)",Mexico_City
que onda con ustedes ? cada mendigo mes debo estarles mandando mensajes para que el servicio que pago funcione bien ?? esto es desgastante y un pesimo servicio de 100 megas que den esta velocidad son chingaderas.,Mexico_City
"acaba de publicar una foto en mexico city, mexico",Mexico_City
otro delincuente como todos los del foro de sao paulo!,Mexico_City
"acaba de publicar una foto en mexico city, mexico",Mexico_City
"#premiere #madrid _usr en mexico city, mexico",Mexico_City
"en mexico city, mexico",Mexico_City
"encuentralas con nuestros distribuidores autorizados... backpack masterpro en mexico city, mexico",Mexico_City
san patricio en coyoacan. #sanpatricio,Mexico_City
"hola buenos dias, no hay vacunas para refuerzos en la clinica 10 que esta en calzada de tlalpan 931",Mexico_City
con _usr del _usr ayer en el ajusco en ciudad de mexico cdmx,Mexico_City
"que desastre traen en el _usr cuando los intereses personales pesan mas que los ideales del partido. que tristeza, y al rato van a querer recuperar terreno en meses.",Mexico_City
"importante noticia, al igual que el cateo a la casa de trump en florida. vamos democratas!!",Mexico_City
"reporte de fuga de agua en la colonia san simon ticumac, dicha fuga se encuentra en la avenida luis spota de la alcaldia benito juarez .urgente",Mexico_City
"acaba de publicar una foto en mexico city, mexico",Mexico_City
"fisicamente trabajando en mexico, mentalmente en montevideo gritando con mi bandera de peru.",Mexico_City
"muchisimas gracias por la invitacion al primer aniversario de _usr un placer y un gran honor !! en mexico city, mexico",Mexico_City
"pequeno zeus en su rutina de desensibilizacion sistematica. _usr en cupa, colonia del valle, mexico d.f.",Mexico_City
"buen dia _usr ,hay una camioneta arriba de la banqueta obstaculizando el paso peatonal",Mexico_City
eso de vivir en un pais donde cambien al horario de verano es algo a lo que nunca me acostumbrare y a lo que no me resigno. despertar sin luz natural es anti natural ! sepanlo !,Mexico_City
no hay alguna autoridad que vigile esto? o yo estoy mal y estas unidades si pueden circular en carriles centrales de periferico?,Mexico_City
"historias humanas: granja lechera de camellos, vida de las mujeres en qatar ,vida y matrimonio, seguridad estadios, lugar de hombres solos, me quedo con estas... bendiciones y abrazos... #felicesfiestas #feliznavidad2022 #buenviernes #mexico #cdmx #edomex",Mexico_City
"evaluaciones de mercado on line sin salir de casa. prueba de producto. #abcsurveycampo #abcsurveyestadisticas en mexico city, mexico",Mexico_City
todos los q me comenten cochinadas les meto bloq,Mexico_City
"que fregadazo les metio amlo a la oposicion. juar, juar.",Mexico_City
"acaba de publicar una foto en mexico city, mexico",Mexico_City
"dice _usr que se ve mal que funcionarios lleguen tarde a eventos. el ni llega. se largo a brasil en dic y su srio de seguridad se auto-dio 17 dias de vacaciones a el nadie le aplaudira,-aunque llegue-, si #morelos el edo q ""gobierna"" sigue en 1er lugar en #feminicidios",Mexico_City
es evidente el plagio en caso yasmin esquivel: rectoria de la unam - la otra opinion tambien es evidente el interes de @lop...,Mexico_City
#xdcmx ciudadanos vestidos de blanco marchan al monumento a la revolucion en contra de la votacion de revocacion de mandato.,Mexico_City
buenos dias papasitos !!! ya ultimos dias en #cdmx #tlalpan agenda tu cita mandame what tengo precios de promo 9841819039,Mexico_City
#death en museo de el carmen,Mexico_City
el inai invita a todas las instituciones academicas publicas y privadas del pais a participar en el certamen de innovacion en transparencia 2022 participan: primarias preparatorias/bachilleratos universidades institutos/centros de investigacion ,Mexico_City
- mi novio de 17 anos vino a mi casa a cuidarme de la cruda. eso si es amor. !haha! en tepito cdmx,Mexico_City
@yarethgarcia21 pos somos jajajajajja. !muchas felicidades!,Mexico_City
"acaba de publicar una foto en mexico city, mexico",Mexico_City
"ninas de 30, cuando ya estan mas rodadas que llanta de microbus.",Mexico_City
"renta de transporte escolar de personal y turismo en camiones y camionetas. informes y cotizaciones. 55-13-24-46-68 y 55-13-24-46-69 whatsapp y messenger _url en mexico city, mexico",Mexico_City
"hoy toco cambio de look @ mexico city, mexico",Mexico_City
"esta sacando un reportaje sobre la falta de agua en iztapalapa, espero vengan a benito juarez para que vean que tampoco tenemos agua en las colonias cercanas a av. tlalpan",Mexico_City
"mmmmmm, se ven sabrosas. suertudos los habitantes de xalapa por tenerte alla. !y los paseantes!. lastima que no hay vuelos en el aifa. -ni pa'xalapa, !ni pa'ningun lado! - para caerles este fin de semana. pero al 1er chance los visito. saludos.",Mexico_City
el cafe de hoy fue molido en casa con mezcla de granos de chihipas y michoacan. tostado medio y filtrado con chemex. sabor acido pero cuerpo ligero.,Mexico_City
"acaba de publicar una foto en mexico city, mexico",Mexico_City
"uy, que barbaro... todo un guerrero de la ""verdad"". jaja. pobrecitos.",Mexico_City
"hoy se enviaron 2 articulos mas a diferentes puntos de la republica mexicana, gracias por su confianza no les vamos a fallar, atte tienda de videojuegos armin retro cel y whatsapp 5533058380 seguimos atendiendo desde nuestro domicilio en la colonia miguel hidalgo, tlalpan,cdmx",Mexico_City
cuando quitan el ambulantaje en el metro toreo?,Mexico_City
y fueron felifef para fiempre. en alameda centro historico,Mexico_City
"@ingmedmex @raulgar131 y el notario pregunto fue ? adan augusto? porque es notario y le hizo su testamento al mojon ,no m...",Mexico_City
"he reportado por suac esta calle y no he tenido respuesta ni solucion, por twitter lo he reportado al menos 5 veces y se lavan las manos con el suac, urge luz en calle porvenir col. centro c.p. 06800",Mexico_City
"ya me habian contestado pero a la fecha de hoy 12 de febrero no los han retirado siguen ahi lo carros chatarra, quedaron que en 5 dias habiles pero ya pasaron mas de los dias indicados espero y tomen cartas en el asunto y sean retirados a la brevedad posible",Mexico_City
en la casa de los seahawks se coronan mis pumas,Mexico_City
"todo el equipo de #dicesmx les deseamos un excelente #2023. que sea un mejor ano para #mexico. muchas gracias por su preferencia, sigamos informandonos y construyendo un dialogo informado que fortalezca a la sociedad. #ytuquedices https://t.co/qy1xzsmnzp",Mexico_City
hoy 29 de #abril no se pueden perder #festival #cultural #nezatitlan ,Mexico_City
mis amores ya nos encontramos aqui en #hotelcozumel para todos nuestros #seguidores que desean #conocernos y pasar un rico momento los esperamos hoy sabado de 1pm a 12am unico dia mas informacion por whatsapp al _url no olviden dar rt y me gusta,Mexico_City
tqm cdmx con tus barras en los banos de los bares,Mexico_City
!fuera mascara del ine! !forma alianza con la oposicion traidora de mexico! ?cuanto vales _usr hacedor de fraudes. #lordfraudes,Mexico_City
"isla de las munecas @ xochimilco, distrito federal, mexico",Mexico_City
a descansar que esta noche fue intensa aqui con _usr #box en grand tower del valle,Mexico_City
"y dianita, que maravillosa sorpresa recibir este detallazo. un abrazo enorme. en colonia granada / polanco",Mexico_City
"pues que siempre si quise el de keret (@ el desastre libreria in mexico city, cdmx)",Mexico_City
"se tiene conocimiento de que elementos de la _usr y presuntos delincuentes, quienes portan armas largas, tienen un enfrentamiento en el km 28 de la carretera a cuernavaca. eviten acercarse a la zona.",Mexico_City
"y si, de las grandotas de esas del centro de la cdmx",Mexico_City
"solo me gustaria denunciar esta situacion q' ya desde este fin d semana gente d _usr han colocado propaganda en varias ubicaciones d esta colonia, se supone que esto es delito no? _usr ,pongan un alto ya q' al parecer la sra. _usr no actua, ",Mexico_City
chicos hoy tendre citas en cdmx y proximamente estare en mty 8125644995 para que agenden nenes hoy promox fin de ano rt o seguir y pack x md _usr ,Mexico_City
"boicot al sistema! (@ boicot cafe in ciudad de mexico, cdmx) ",Mexico_City
el personal que tramita las citas en ortopedia magdalena de las salinas se toma 2 horas para comer? de 11 a 13 ? es el tiempo que llevamos esperando mas de 30 personas.,Mexico_City
es mi medio de transporte.,Mexico_City
"acaba de publicar una foto en coyoacan, distrito federal, mexico",Mexico_City
"acaba de publicar una foto en mexico city, mexico",Mexico_City
y donde esta _usr asi en campana y desviando los reflectores para que no caiga en el bote,Mexico_City
"#cdmx #butalismo en mexico city, mexico",Mexico_City
boletos para pumas vs juarez palomar o planta baja $250 pebetero $300,Mexico_City
calle nacional entre manuel doblado y vidal alcocer a mitad de calle son 3,Mexico_City
"taqueria los primos, narvarte, cdmx ",Mexico_City
"claro que si hubo video, quieren ver como me doy unos sentones en la verga de mi cogivecino!? tiene una verga muy grande y gruesa me cuesta mamarla toda!! #ecatepec #lunesdefotopropia #lunesdenalgonas #lunesdemorboyprovocacion #lunesdeseduccion #lenceria #cachetero",Mexico_City
"esa se esta cagando en los oidos de todos sus fans... pero pues, siguen --y seguiran-- en negacion.",Mexico_City
una persona con actitud sospechosa desde las 23:20hrs se ha mantenido entre los autos y en la gasolinera total en calle sabino esquina circuito interior. justo esquina sams club gracias porta una mariconera y gorra,Mexico_City
y tambien tegogolos ya en la laguna de catemaco. igual postura.,Mexico_City
ser periodista es una profesion maravillosa. yo no equivoque mi profesion y soy feliz de ejercerla dia a dia. felicidades a todos mis colegas. #periodismo #espectaculos #alaire #television #alaire en televisa,Mexico_City
en fundacion jumex arte contemporaneo,Mexico_City
#salariorosaedomex es un gran apoyo para las mujeres amas de casa mexiquenses,Mexico_City
ptm... mejor cholo diria #controlmachete,Mexico_City
"escala cdmx rumbo a mi leon, guanajuato. en taba sports bar - aeropuerto intl mexico benito juarez",Mexico_City
"muy pero muy buen dia tengas ""no se trata de donde estas, sino de donde quieres llegar"" animo en juventud unida colonia",Mexico_City
#buenosdias #cdmx en zocalo ciudad de mexico distrito federal,Mexico_City
orale. ?y de donde sacaron esa palabra?,Mexico_City
en el parque de georgia en la colonia napoles dentro el parque tambien con su bocina basta enserio aturden,Mexico_City
"no mames ! no confundas a la gente ! alv los plurinominales! por pinches castrosos , metiches y gorrones!",Mexico_City
"mi papa, mi esposo y mi hijo con la campeona _usr #chivasdecorazon",Mexico_City
ya me empiezan a pegar los recuerdos de 11 anos de maravillosas experiencias en cdmx.,Mexico_City
acaba de publicar una foto en reforma,Mexico_City
"!no tiene nada de raro,y es posible! todavia quedan hombres buenos.",Mexico_City
"#yoveo _usr por la trama!!! _usr en mexico city, mexico",Mexico_City
una de las mejores marcas de popper para ti recuerda entregamos lo mas cerca que te quede cdmx y envios queda este fin de promo aprovecha,Mexico_City
claro! lo que pasa es q a los pobres nunca se les ha ocurrido generar mas dinero... bien facil q es...,Mexico_City
"#recetas de #viernes #altacocina #verdesere #paseoschilangos buen viernes a todos. jaja... en mexico city, mexico",Mexico_City
"rata salinista, asalta cunas, roba ninas, lo unico que le puedes ofrecer es asco y dinero sucio mal habido !!",Mexico_City
"chucky cachetes jaja #sunday en mexico city, mexico",Mexico_City
haz tu pedido al whatsapp 5615029060. envios a casi toda la cdmx *consulta costos de envio y cobertura* . . . #tortasahogadasencdmx #tejuinoencdmx #tejuino #tortaahogada #tortasahogadas #jericalla #horchatarosa,Mexico_City
"#autoretrato #soyyo #reflejos en mexico city, mexico",Mexico_City
acaba de publicar una foto en catedral metropolitana de la cdmx - pag. oficial,Mexico_City
"#om .. ... ""es 24 hrs #ever!!!! #obvio!!!!neto te va a #mega_gustar!! mi pa #ojosbonitos teamo _usr #alatake!!"" #luv #dignity #courage #habibi #el_mago #lobito #onico #omlegacy by #osfa(r)",Mexico_City
"ddi: documentos digitales inteligentes ! ! dale paso a la transformacion digital ! ! acercate a nosotros, te brindamos asesorias o consultorias sin costo. 5635674878 #blockchahanrevolution #blockchahantechnology #innovandohaciaelfuturo",Mexico_City
es que pobrecitos coches ya los estan prohibiendo en toda la ciudad como para poner buenas banquetas y ciclovia en constituyentes. unu,Mexico_City
